Id_Encuesta,Id_Encuestado,LOCALIDAD,P1.1 Rango de edad,ESTRATO,P1. ¿Cuántos años tiene? (ENC: ANOTE LA EDAD EXACTA Y TAMBIEN SELECCIONE EL RANGO),P2,P6,P7,P106,P102,P103,P109,P111,P112,P117_1,P117_2,P117_3,P121,P122,P123,P447_1,P447_2,P447_3,P447_4,P447_5,P447_6,P128,P203,P204_A,P204_B,P204_C,P204_D,P204_E,P204_F,P204_G,P204_H,P204_I,P204_J,P204_K,P204_L,P204_M,P204_N,P204_O,P204_P,P204_Q,P204_R,P238_1,P238_2,P238_3,P214_1,P214_2,P214_3,P214_4,P214_5,P214_6,P214_7,P214_8,P214_9,P214_10,P214_11,P214_12,P214_13,P214_14,P214_15,P214_16,P214_17,P214_18,P206_1,P206_2,P206_3,P206_4,P206_5,P206_6,P206_7,P206_8,P206_9,P206_10,P206_11,P206_12,P206_13,P206_14,P206_15,P206_16,P206_17,P206_18,P209_1,P209_2,P209_3,P209_4,P209_5,P209_6,P209_7,P209_8,P209_9,P209_10,P209_11,P209_12,P209_13,P209_14,P209_15,P209_16,P209_17,P209_18,P204_1_1_A,P204_1_1_B,P204_1_1_C,P204_1_1_D,P204_1_1_E,P204_1_1_F,P204_1_1_G,P207,P208,P208_A,P208_B,P208_C,P208_C,P208_E,P208_F,P208_O,P208_OTRO,P230,P233,P234,P234_A,P234_B,P234_C,P234_D,P234_E,P234_F,P234_G,P234_H,P234_I,P234_K,P234_L,P234_M,P234_N,P234_O,P234_P,P234_Q,P234_R,P234_S,P234_T,P234_U,P234_V,P304,P305,P308,P310_1,P310_2,"P311.1. Decisiones de libertad (medidas de aseguramiento, detención domiciliaria, medida intramural y prisión domiciliaria)",P450_A,P450_B,P450_C,P450_D,P450_E,P405,P407,P407_A,P407_B,P407_C,P407_1,P412_A,P412_B,P412_C,P412_D,P412_E,P412_F,P417,P418,P421,P444.,CLAVE,FEX
o   020SEG_Percepción_y_Victimización_en_Bogotá,717,Tunjuelito,De 26 a 35 años,Estrato 2,33,Jefe(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Violencia Intrafamiliar,Feminicidio (Asesinato de mujeres),"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Si,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Construir más cárceles,3. Ni bueno ni malo,2. Malo,2. Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,TunjuelitoEstrato 2,1559.086345
o   020SEG_Percepción_y_Victimización_en_Bogotá,718,Fontibón ,De 26 a 35 años,Estrato 3,32,Hijo(a) o Hijastro(a),Buscando Trabajo,Femenino,Sigue Igual,Seguro,Seguro,Potreros,Seguro,,Feminicidio (Asesinato de mujeres),Vandalismo ,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",No,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Construir más cárceles,"Aumentar el pie de fuerza de
la policía",3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,Fontibón Estrato 3,1539.073815
o   020SEG_Percepción_y_Victimización_en_Bogotá,719,Kennedy,De 18 a 25 años,Estrato 2,19,Hijo(a) o Hijastro(a),Independiente,Femenino,Sigue Igual,Inseguro,Inseguro,Parques,Muy Inseguro,"9. Exposición a miradas obscenas, piropos y manoseos (acoso sexual) ","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Amenazas,Hurto a establecimientos comerciales,No,No,4. Por la corrupción,Si,Si,Si,No,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,4. Bueno,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Todos los días,,,,,,,No,,,No,KennedyEstrato 2,1540.175076
o   020SEG_Percepción_y_Victimización_en_Bogotá,720,Suba,De 18 a 25 años,Estrato 2,22,Otro,Empleado,Femenino,Sigue Igual,Seguro,Seguro,Calles,Seguro,,Vandalismo ,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Sexual,No,Si,,,,,,,,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,4. Bueno,1. Muy Malo,4. Bueno,5. Muy bueno,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,721,Ciudad Bolivar,De 46 a 55 años,Estrato 1 ,52,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Inseguro,Inseguro,Parques,Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Homicidio,No,No,6. Por la escasez de policía,Si,Si,Si,No Aplica,No Aplica,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",5. Muy bueno,5. Muy bueno,5. Muy bueno,5. Muy bueno,1. Muy Malo,4. Bueno,Si sabe,,No,No,Si,Todos los días,,,,,,,No,,,No,Ciudad BolivarEstrato 1 ,1536.553502
o   020SEG_Percepción_y_Victimización_en_Bogotá,722,Kennedy,De 26 a 35 años,Estrato 4,30,Jefe(a),Empleado,Masculino,Ha Aumentado,Seguro,Inseguro,Potreros,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Desaparición forzada,Hurto de vehículos (o alguna de sus partes),Vandalismo ,Si,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,KennedyEstrato 4,1539.201594
o   020SEG_Percepción_y_Victimización_en_Bogotá,723,Rafael Uribe,De 18 a 25 años,Estrato 3,22,Hijo(a) o Hijastro(a),Independiente,Masculino,Sigue Igual,Seguro,Inseguro,Puentes peatonales,Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)",Secuestro,Homicidio,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",No,Si,,,,,,,,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,2. Malo,2. Malo,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,Rafael UribeEstrato 3,1534.6364
o   020SEG_Percepción_y_Victimización_en_Bogotá,724,Rafael Uribe,De 18 a 25 años,Estrato 2,23,Jefe(a),Empleado,Femenino,Ha Aumentado,Seguro,Inseguro,Potreros,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Vandalismo ,Homicidio,Si,Si,,,,,,,,Experiencias de familiares,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No tuve relación,No,,"Acabar con la corrupción en
la policía",Construir más cárceles,3. Ni bueno ni malo,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,Todos los días,,,,,,,No,,,No,Rafael UribeEstrato 2,1539.277438
o   020SEG_Percepción_y_Victimización_en_Bogotá,725,Santa Fe,De 18 a 25 años,Estrato 2,19,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Seguro,Inseguro,Calles,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Intrafamiliar,Violencia Sexual,Si,Si,,,,,,,,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,Si,4. Buena,Mejorar la justicia,"Acabar con la corrupción en
la policía",2. Malo,2. Malo,2. Malo,2. Malo,2. Malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,Si,1,1 Muy Mal,Si,Santa FeEstrato 2,1573.546629
o   020SEG_Percepción_y_Victimización_en_Bogotá,726,Kennedy,De 18 a 25 años,Estrato 2,24,Hijo(a) o Hijastro(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Ciber Crimen (delito electrónico),Homicidio,"Violencia contra la mujer (física, psicológica o económica)",No,No,6. Por la escasez de policía,Si,No,Si,No Aplica,No,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",Si,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,Raponazo,No,No,Sí,No,No,No,Arma de fuego,Celular,No,Sí,No,No,No,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,2. Malo,1. Muy Malo,1. Muy Malo,2. Malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,KennedyEstrato 2,1540.175076
o   020SEG_Percepción_y_Victimización_en_Bogotá,727,Kennedy,De 18 a 25 años,Estrato 2,19,Hijo(a) o Hijastro(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Ciclo Vías,Muy Inseguro,10. Posibilidad de contagiarse con COVID 19,Homicidio,Feminicidio (Asesinato de mujeres),Desaparición forzada,No,No,5. Por el abuso de autoridad,Si,No,No,No Aplica,Si,No,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Malo,No,,Generar políticas de reactivación económica,Mejorar la justicia,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Pésimo,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,KennedyEstrato 2,1540.175076
o   020SEG_Percepción_y_Victimización_en_Bogotá,728,Tunjuelito,De 36 a 45 años,Estrato 2,42,Jefe(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Ciclo Rutas,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Violencia Sexual,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Venta de drogas,Si,No,4. Por la corrupción,Si,Si,Si,Si,Si,Si,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Mejorar la justicia,"Acabar con la corrupción en
la policía",1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,1. Pésimo,Si sabe,,Si,No,Si,De vez en cuando en el mes,,,,,,,No,,,Si,TunjuelitoEstrato 2,1559.086345
o   020SEG_Percepción_y_Victimización_en_Bogotá,729,Santa Fe,De 18 a 25 años,Estrato 3,18,Hijo(a) o Hijastro(a),Estudiante,Femenino,Ha Aumentado,Inseguro,Inseguro,Potreros,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Trata de personas ,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Sexual,No,No,5. Por el abuso de autoridad,No,No,No,No Aplica,No,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar las penas,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,3. Regular,Si sabe,,No,No,No,Todos los días,,,,,,,No,,,No,Santa FeEstrato 3,1594.478
o   020SEG_Percepción_y_Victimización_en_Bogotá,730,Usaquén,De 36 a 45 años,Estrato 4,38,Esposo(a) o compañero(a),Independiente,Femenino,Sigue Igual,Seguro,Inseguro,Puentes peatonales,Ni seguro ni inseguro,,Hurto a residencias,Violencia Intrafamiliar,Venta de drogas,No,No,6. Por la escasez de policía,Si,Si,Si,Si,Si,No,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Construir más cárceles,3. Ni bueno ni malo,3. Ni bueno ni malo,4. Bueno,4. Bueno,3. Ni bueno ni malo,3. Regular,Si sabe,,No,No,No,De vez en cuando en el mes,,,,,,,No,,,No,UsaquénEstrato 4,1543.954394
o   020SEG_Percepción_y_Victimización_en_Bogotá,731,Kennedy,De 18 a 25 años,Estrato 3,22,Hijo(a) o Hijastro(a),Otro,Masculino,Ha Aumentado,Seguro,Seguro,Potreros,Seguro,,Feminicidio (Asesinato de mujeres),"Violencia contra la mujer (física, psicológica o económica)",Vandalismo ,No,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",5. Muy bueno,4. Bueno,3. Ni bueno ni malo,2. Malo,5. Muy bueno,1. Pésimo,Si sabe,,Si,Si,No,Todos los días,5 Muy buena,4 Buena,3 Ni bueno ni malo,5 Muy buena,3 Ni bueno ni malo,2 Mala,No,,,Si,KennedyEstrato 3,1539.201594
o   020SEG_Percepción_y_Victimización_en_Bogotá,732,Suba,De 46 a 55 años,Estrato 2,46,Jefe(a),Independiente,Masculino,Ha Aumentado,Inseguro,Inseguro,Calles,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Venta de drogas,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Intrafamiliar,No,Si,,,,,,,,Radio,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,No,Si,Si,Si,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,Si,Si,No tuve relación,No,,"Aumentar el pie de fuerza de
la policía","Acabar con la corrupción en
la policía",1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,733,Bosa,De 18 a 25 años,Estrato 2,25,Otros parientes,Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Ciclo Rutas,Muy Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Homicidio,No,Si,,,,,,,,Experiencia personal,Si,Si,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,"1. Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario,etc)",3. Lesiones personales,23. Hurto a establecimientos comerciales,Si,,Si,,,,,,,,,Si,,,,,,,Si,,Si,,,,,,,,,Si,,,,,,,2,,2,,,,,,,,,0,,,,,,,Atraco,No,No,No,No,No,Sí,"Arma blanca (cuchillo, navaja)",Celular,No,Sí,No,No,No,No,No,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,2. Malo,2. Malo,2. Malo,2. Malo,2. Malo,2. Malo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,Si,2,1 Muy Mal,Si,BosaEstrato 2,1536.687292
o   020SEG_Percepción_y_Victimización_en_Bogotá,734,Engativá,Más de 55 años,Estrato 2,56,Esposo(a) o compañero(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Hurto a residencias,Hurto a establecimientos comerciales,"Violencia contra la mujer (física, psicológica o económica)",Si,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,1. Muy Malo,2. Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,Todos los días,,,,,,,Si,2,1 Muy Mal,No,EngativáEstrato 2,1553.87222
o   020SEG_Percepción_y_Victimización_en_Bogotá,735,Puente Aranda,De 36 a 45 años,Estrato 3,39,Jefe(a),Independiente,Masculino,Ha Aumentado,Seguro,Inseguro,Ciclo Vías,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Desplazamiento forzado,No,Si,,,,,,,,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,"Acabar con la corrupción en
la policía",Aumentar las penas,2. Malo,2. Malo,2. Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,Puente ArandaEstrato 3,1546.754595
o   020SEG_Percepción_y_Victimización_en_Bogotá,736,Ciudad Bolivar,De 46 a 55 años,Estrato 1 ,48,Jefe(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Ciclo Rutas,Muy Inseguro,10. Posibilidad de contagiarse con COVID 19,"Violencia contra la mujer (física, psicológica o económica)",Violencia Intrafamiliar,Homicidio,No,Si,,,,,,,,Periódicos (Impresos o digitales),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Mejorar la justicia,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,4. Bueno,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,Si,1,5 Muy bien,No,Ciudad BolivarEstrato 1 ,1536.553502
o   020SEG_Percepción_y_Victimización_en_Bogotá,737,Tunjuelito,De 46 a 55 años,Estrato 3,52,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Seguro,Inseguro,Parques,Inseguro,10. Posibilidad de contagiarse con COVID 19,Lesiones personales,Violencia Sexual,Hurto a residencias,No,Si,,,,,,,,Radio,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",1. Muy Malo,1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,2. Malo,3. Regular,Si sabe,,No,No,Si,De vez en cuando en el mes,,,,,,,No,,,No,TunjuelitoEstrato 3,1576.321143
o   020SEG_Percepción_y_Victimización_en_Bogotá,738,Ciudad Bolivar,De 18 a 25 años,Estrato 1 ,25,"Padre, Madre, Padrastro, Madrastra",Otro,Femenino,Sigue Igual,Seguro,Seguro,Puentes peatonales,Muy Seguro,,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Intrafamiliar,"Violencia contra la mujer (física, psicológica o económica)",No,Si,,,,,,,,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sabe,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Mejorar la justicia,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,4. Bueno,Si sabe,,Si,Si,Si,De vez en cuando en el mes,3 Ni bueno ni malo,3 Ni bueno ni malo,3 Ni bueno ni malo,3 Ni bueno ni malo,3 Ni bueno ni malo,4 Buena,Si,1,4 Bien ,No,Ciudad BolivarEstrato 1 ,1536.553502
o   020SEG_Percepción_y_Victimización_en_Bogotá,739,Rafael Uribe,De 18 a 25 años,Estrato 1 ,20,Hijo(a) o Hijastro(a),Estudiante,Masculino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Inseguro,6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional),Violencia Sexual,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Ciber Crimen (delito electrónico),Si,Si,,,,,,,,Experiencia personal,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Atraco,No,No,No,No,No,Sí,"Arma blanca (cuchillo, navaja)",Billetera Celular Dinero,Sí,Sí,Sí,No,No,No,No,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,Si,2. Mala,Aumentar la inversión social,Aumentar las penas,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,Rafael UribeEstrato 1 ,1539.277438
o   020SEG_Percepción_y_Victimización_en_Bogotá,740,Mártires ,De 26 a 35 años,Estrato 4,27,Esposo(a) o compañero(a),Empleado,Masculino,Ha Aumentado,Seguro,Inseguro,Ciclo Vías,Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Venta de drogas,"Violencia contra la mujer (física, psicológica o económica)",No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,No,,"Aumentar el pie de fuerza de
la policía",Generar políticas de reactivación económica,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,Mártires Estrato 4,1537.747907
